GeneFull,TranscriptID,Modified_Site_Count
gi|181336469|ref|NR_021493.1| ,NR_021493.1,3
gi|381140046|ref|NM_001257268.1| ,NM_001257268.1,3
gi|211059438|ref|NM_001136508.1| ,NM_001136508.1,3
gi|158262056|ref|NR_003954.1| ,NR_003954.1,3
gi|300068938|ref|NR_033973.1| ,NR_033973.1,3
gi|73915098|ref|NM_003995.3| ,NM_003995.3,3
gi|157427194|ref|NM_001101357.1| ,NM_001101357.1,3
gi|25006533|ref|NM_014509.3| ,NM_014509.3,3
gi|410170593|ref|XR_132569.3| ,XR_132569.3,3
gi|94721320|ref|NM_145020.3| ,NM_145020.3,3
gi|166064002|ref|NM_015722.3| ,NM_015722.3,3
gi|157276587|ref|NM_001717.3| ,NM_001717.3,3
gi|254826738|ref|NM_001145113.2| ,NM_001145113.2,3
gi|301173362|ref|NR_036085.1| ,NR_036085.1,3
gi|309384277|ref|NR_036750.1| ,NR_036750.1,3
gi|46409417|ref|NM_207393.1| ,NM_207393.1,3
gi|52485852|ref|NM_001004439.1| ,NM_001004439.1,3
gi|410172573|ref|XR_171860.1| ,XR_171860.1,3
gi|268607640|ref|NM_014289.3| ,NM_014289.3,3
gi|418203921|ref|NM_015653.4| ,NM_015653.4,3
gi|397139047|ref|XR_158773.1| ,XR_158773.1,3
gi|315013529|ref|NM_014564.3| ,NM_014564.3,3
gi|260898769|ref|NM_001166137.1| ,NM_001166137.1,3
gi|283046777|ref|NM_145017.2| ,NM_145017.2,3
gi|171460921|ref|NM_133448.2| ,NM_133448.2,3
gi|336594682|ref|NR_038918.1| ,NR_038918.1,3
gi|166362712|ref|NM_001795.3| ,NM_001795.3,3
gi|109659846|ref|NM_001042459.1| ,NM_001042459.1,3
gi|17025233|ref|NM_000420.2| ,NM_000420.2,3
gi|62632711|ref|NR_002216.1| ,NR_002216.1,3
gi|410173784|ref|XM_003960815.1| ,XM_003960815.1,3
gi|354983502|ref|NM_003817.3| ,NM_003817.3,3
gi|12965173|ref|NM_023918.1| ,NM_023918.1,3
gi|153791571|ref|NM_001004297.2| ,NM_001004297.2,3
gi|282721089|ref|NM_001170754.1| ,NM_001170754.1,3
gi|301173136|ref|NR_036058.1| ,NR_036058.1,3
gi|14589945|ref|NM_032973.1| ,NM_032973.1,3
gi|110611238|ref|NM_000203.3| ,NM_000203.3,3
gi|397138966|ref|XM_003846325.1| ,XM_003846325.1,3
gi|387912527|ref|NM_003784.3| ,NM_003784.3,3
gi|68216043|ref|NM_002609.3| ,NM_002609.3,3
gi|259490363|ref|NM_000290.3| ,NM_000290.3,3
gi|170014694|ref|NR_002717.2| ,NR_002717.2,3
gi|223941934|ref|NR_026929.1| ,NR_026929.1,3
gi|410172367|ref|XR_171740.1| ,XR_171740.1,3
gi|333360898|ref|NR_038223.1| ,NR_038223.1,3
gi|256574834|ref|NM_001164458.1| ,NM_001164458.1,3
gi|56605683|ref|NM_001008404.1| ,NM_001008404.1,3
gi|94536845|ref|NM_138567.3| ,NM_138567.3,3
gi|268834430|ref|NR_003675.2| ,NR_003675.2,3
gi|356460919|ref|NR_045484.1| ,NR_045484.1,3
gi|224589136|ref|NR_027284.1| ,NR_027284.1,3
gi|301172450|ref|NR_036247.1| ,NR_036247.1,3
gi|262118270|ref|NM_001078170.2| ,NM_001078170.2,3
gi|23397571|ref|NM_153270.1| ,NM_153270.1,3
gi|312032411|ref|NR_037192.1| ,NR_037192.1,3
gi|261878491|ref|NM_002365.4| ,NM_002365.4,3
gi|44662818|ref|NM_203412.1| ,NM_203412.1,3
gi|11342663|ref|NM_002463.1| ,NM_002463.1,3
gi|208973224|ref|NM_000023.2| ,NM_000023.2,3
gi|359279878|ref|NM_001253732.1| ,NM_001253732.1,3
gi|307611978|ref|NM_005409.4| ,NM_005409.4,3
gi|410173161|ref|XR_172135.1| ,XR_172135.1,3
gi|34335232|ref|NM_001305.3| ,NM_001305.3,3
gi|324021726|ref|NM_001204299.1| ,NM_001204299.1,3
gi|389565499|ref|NR_047498.1| ,NR_047498.1,3
gi|223941907|ref|NR_026923.1| ,NR_026923.1,3
gi|201860266|ref|NM_015419.3| ,NM_015419.3,3
gi|270265870|ref|NM_001168235.1| ,NM_001168235.1,3
gi|241982736|ref|NM_199203.2| ,NM_199203.2,3
gi|224451004|ref|NR_027034.1| ,NR_027034.1,3
gi|262205719|ref|NR_029506.1| ,NR_029506.1,3
gi|310115437|ref|XR_113120.1| ,XR_113120.1,3
gi|67003580|ref|NM_001024601.2| ,NM_001024601.2,3
gi|221316598|ref|NM_001819.2| ,NM_001819.2,3
gi|31543068|ref|NM_144697.2| ,NM_144697.2,3
gi|18379345|ref|NM_014978.1| ,NM_014978.1,3
gi|189571606|ref|NM_002424.2| ,NM_002424.2,3
gi|254281210|ref|NR_028064.1| ,NR_028064.1,3
gi|510937046|ref|NM_015424.4| ,NM_015424.4,3
gi|310118981|ref|XR_109928.1| ,XR_109928.1,3
gi|60498974|ref|NM_005958.3| ,NM_005958.3,3
gi|25168259|ref|NM_016276.3| ,NM_016276.3,3
gi|67944635|ref|NM_031947.2| ,NM_031947.2,3
gi|209870078|ref|NM_001136112.1| ,NM_001136112.1,3
gi|219555669|ref|NR_024431.2| ,NR_024431.2,3
gi|262050676|ref|NM_016249.3| ,NM_016249.3,3
gi|116256463|ref|NM_207362.2| ,NM_207362.2,3
gi|90577174|ref|NM_030820.3| ,NM_030820.3,3
gi|256773229|ref|NM_182847.2| ,NM_182847.2,3
gi|270265794|ref|NM_001003702.2| ,NM_001003702.2,3
gi|297374826|ref|NM_001771.3| ,NM_001771.3,3
gi|301171147|ref|NR_036089.1| ,NR_036089.1,3
gi|410171756|ref|XM_003960317.1| ,XM_003960317.1,3
gi|392933922|ref|NM_001269041.1| ,NM_001269041.1,3
gi|339275985|ref|NM_004163.4| ,NM_004163.4,3
gi|142366221|ref|NM_001039127.3| ,NM_001039127.3,3
gi|164565426|ref|NM_033030.5| ,NM_033030.5,3
gi|223941851|ref|NR_026913.1| ,NR_026913.1,3
gi|323276648|ref|NM_031288.3| ,NM_031288.3,3
gi|310119651|ref|XR_110084.1| ,XR_110084.1,3
gi|384081576|ref|NM_001257964.1| ,NM_001257964.1,3
gi|94536829|ref|NM_001040283.1| ,NM_001040283.1,3
gi|310124562|ref|XR_110307.1| ,XR_110307.1,3
gi|335892865|ref|NR_038389.1| ,NR_038389.1,3
gi|262206066|ref|NR_030345.1| ,NR_030345.1,3
gi|397138487|ref|XR_159505.1| ,XR_159505.1,3
gi|197085608|ref|NM_022304.2| ,NM_022304.2,3
gi|112734866|ref|NM_020366.3| ,NM_020366.3,3
gi|121582465|ref|NM_002983.2| ,NM_002983.2,3
gi|410172463|ref|XR_171788.1| ,XR_171788.1,3
gi|337756677|ref|NR_039824.1| ,NR_039824.1,3
gi|291190718|ref|NM_001098627.2| ,NM_001098627.2,3
gi|257196171|ref|NM_001164595.1| ,NM_001164595.1,3
gi|222537720|ref|NM_001145020.1| ,NM_001145020.1,3
gi|297747359|ref|NM_005913.2| ,NM_005913.2,3
gi|217416373|ref|NM_145038.2| ,NM_145038.2,3
gi|116295259|ref|NM_000015.2| ,NM_000015.2,3
gi|301171170|ref|NR_036092.1| ,NR_036092.1,3
gi|148613877|ref|NM_001097.2| ,NM_001097.2,3
gi|120953250|ref|NM_014903.4| ,NM_014903.4,3
gi|242332511|ref|NR_027954.1| ,NR_027954.1,3
gi|45238853|ref|NM_138456.3| ,NM_138456.3,3
gi|219521895|ref|NR_026555.1| ,NR_026555.1,3
gi|295789105|ref|NM_053276.3| ,NM_053276.3,3
gi|375268763|ref|NR_046325.1| ,NR_046325.1,3
gi|295293097|ref|NR_033557.1| ,NR_033557.1,3
gi|511360453|ref|NR_103538.1| ,NR_103538.1,3
gi|31652233|ref|NM_000192.3| ,NM_000192.3,3
gi|142372302|ref|NM_212557.2| ,NM_212557.2,3
gi|262206346|ref|NR_029636.1| ,NR_029636.1,3
gi|293651528|ref|NM_005823.5| ,NM_005823.5,3
gi|46409277|ref|NM_207317.1| ,NM_207317.1,3
gi|154090958|ref|NM_018232.1| ,NM_018232.1,3
gi|166795237|ref|NM_032606.3| ,NM_032606.3,3
gi|16306554|ref|NM_022054.2| ,NM_022054.2,3
gi|134152693|ref|NM_001522.2| ,NM_001522.2,3
gi|429325253|ref|NR_073494.1| ,NR_073494.1,3
gi|397138384|ref|XM_003846690.1| ,XM_003846690.1,3
gi|300193016|ref|NM_139173.3| ,NM_139173.3,3
gi|110347454|ref|NM_004575.2| ,NM_004575.2,3
gi|281427271|ref|NM_001170402.1| ,NM_001170402.1,3
gi|262399362|ref|NM_001044.4| ,NM_001044.4,3
gi|374253798|ref|NM_134268.4| ,NM_134268.4,3
gi|216547742|ref|NM_170600.2| ,NM_170600.2,3
gi|301129209|ref|NM_001193380.1| ,NM_001193380.1,3
gi|62240988|ref|NM_001014435.1| ,NM_001014435.1,3
gi|299890818|ref|NR_033919.1| ,NR_033919.1,3
gi|225637536|ref|NM_213602.2| ,NM_213602.2,3
gi|148762977|ref|NM_001080482.2| ,NM_001080482.2,3
gi|394953901|ref|NR_047467.2| ,NR_047467.2,3
gi|305410872|ref|NR_036581.1| ,NR_036581.1,3
gi|285002261|ref|NM_001171992.1| ,NM_001171992.1,3
gi|122937318|ref|NM_001080458.1| ,NM_001080458.1,3
gi|262206125|ref|NR_029845.1| ,NR_029845.1,3
gi|59939899|ref|NM_001012393.1| ,NM_001012393.1,3
gi|194473711|ref|NM_017570.3| ,NM_017570.3,3
gi|392583871|ref|NM_178468.5| ,NM_178468.5,3
gi|301171438|ref|NR_036122.1| ,NR_036122.1,3
gi|194578890|ref|NM_032604.3| ,NM_032604.3,3
gi|495534076|ref|NR_103444.1| ,NR_103444.1,3
gi|372466596|ref|NM_001256299.1| ,NM_001256299.1,3
gi|410173645|ref|XR_172315.1| ,XR_172315.1,3
gi|356995851|ref|NM_176875.3| ,NM_176875.3,3
gi|112181176|ref|NM_001001524.2| ,NM_001001524.2,3
gi|27894305|ref|NM_000576.2| ,NM_000576.2,3
gi|54234056|ref|NM_001004470.1| ,NM_001004470.1,3
gi|410172635|ref|XR_171896.1| ,XR_171896.1,3
gi|193211611|ref|NM_198827.3| ,NM_198827.3,3
gi|296010793|ref|NM_002427.3| ,NM_002427.3,3
gi|194306612|ref|NR_024021.1| ,NR_024021.1,3
gi|145977221|ref|NM_001085384.1| ,NM_001085384.1,3
gi|4557818|ref|NM_000277.1| ,NM_000277.1,3
gi|148228292|ref|NM_001002919.2| ,NM_001002919.2,3
gi|300244563|ref|NR_034014.1| ,NR_034014.1,3
gi|37700248|ref|NM_198151.1| ,NM_198151.1,3
gi|84662752|ref|NM_001038705.1| ,NM_001038705.1,3
gi|219842286|ref|NM_170735.5| ,NM_170735.5,3
gi|410172524|ref|XR_171833.1| ,XR_171833.1,3
gi|397138944|ref|XR_158757.1| ,XR_158757.1,3
gi|312032401|ref|NM_000666.2| ,NM_000666.2,3
gi|300116223|ref|NR_033977.1| ,NR_033977.1,3
gi|229577122|ref|NM_182539.3| ,NM_182539.3,3
gi|410171230|ref|XM_003960137.1| ,XM_003960137.1,3
gi|239746663|ref|XM_001715205.2| ,XM_001715205.2,3
gi|363543334|ref|NM_145178.3| ,NM_145178.3,3
gi|140561069|ref|NM_015347.4| ,NM_015347.4,3
gi|307746911|ref|NM_001099951.2| ,NM_001099951.2,3
gi|188528662|ref|NM_005630.2| ,NM_005630.2,3
gi|19924164|ref|NM_002944.2| ,NM_002944.2,3
gi|130979980|ref|NM_001772.3| ,NM_001772.3,3
gi|55774985|ref|NM_153236.3| ,NM_153236.3,3
gi|289547499|ref|NM_000036.2| ,NM_000036.2,3
gi|388454072|ref|NM_152763.4| ,NM_152763.4,3
gi|308199500|ref|NR_003189.2| ,NR_003189.2,3
gi|313747578|ref|NM_015162.4| ,NM_015162.4,3
gi|170784837|ref|NM_003014.3| ,NM_003014.3,3
gi|310120796|ref|XR_110532.1| ,XR_110532.1,3
gi|41350336|ref|NM_003263.3| ,NM_003263.3,3
gi|169808383|ref|NM_000539.3| ,NM_000539.3,3
gi|194097453|ref|NM_182581.3| ,NM_182581.3,3
gi|284520905|ref|NM_145205.4| ,NM_145205.4,3
gi|375298675|ref|NM_001256599.1| ,NM_001256599.1,3
gi|84872029|ref|NR_002745.1| ,NR_002745.1,3
gi|194306643|ref|NM_001130142.1| ,NM_001130142.1,3
gi|344313164|ref|NM_024508.4| ,NM_024508.4,3
gi|121247394|ref|NM_001079935.1| ,NM_001079935.1,3
gi|333033778|ref|NM_003813.3| ,NM_003813.3,3
gi|410173160|ref|XR_172134.1| ,XR_172134.1,3
gi|153945851|ref|NM_025258.2| ,NM_025258.2,3
gi|211971085|ref|NR_024393.1| ,NR_024393.1,3
gi|45433545|ref|NM_020697.2| ,NM_020697.2,3
gi|269847544|ref|NR_031711.1| ,NR_031711.1,3
gi|153285407|ref|NM_000253.2| ,NM_000253.2,3
gi|308818123|ref|NM_001195202.1| ,NM_001195202.1,3
gi|229608966|ref|NM_032567.3| ,NM_032567.3,3
gi|310832385|ref|NM_001198568.1| ,NM_001198568.1,3
gi|224548988|ref|NR_027182.1| ,NR_027182.1,3
gi|16876446|ref|NM_054028.1| ,NM_054028.1,3
gi|311201832|ref|NM_080415.2| ,NM_080415.2,3
gi|374429574|ref|NR_046244.1| ,NR_046244.1,3
gi|197100477|ref|NM_004288.4| ,NM_004288.4,3
gi|51011132|ref|NM_206919.1| ,NM_206919.1,3
gi|498917233|ref|NM_005380.7| ,NM_005380.7,3
gi|149192842|ref|NM_019090.2| ,NM_019090.2,3
gi|170763514|ref|NM_022160.2| ,NM_022160.2,3
gi|337298391|ref|NM_001242713.1| ,NM_001242713.1,3
gi|46488942|ref|NM_001079.3| ,NM_001079.3,3
gi|301172773|ref|NM_001193434.1| ,NM_001193434.1,3
gi|47132619|ref|NM_000423.2| ,NM_000423.2,3
gi|178057342|ref|NM_153612.3| ,NM_153612.3,3
gi|294862246|ref|NM_000080.3| ,NM_000080.3,3
gi|157671932|ref|NM_144980.3| ,NM_144980.3,3
gi|221139719|ref|NR_026651.1| ,NR_026651.1,3
gi|393202552|ref|NR_072991.1| ,NR_072991.1,3
gi|341914689|ref|XR_133446.1| ,XR_133446.1,3
gi|310923210|ref|NR_027145.2| ,NR_027145.2,3
gi|310113184|ref|XR_111748.1| ,XR_111748.1,3
gi|336455048|ref|NR_038873.1| ,NR_038873.1,3
gi|218563751|ref|NM_001142807.1| ,NM_001142807.1,3
gi|114687766|ref|NM_015417.4| ,NM_015417.4,3
gi|384229047|ref|NM_001113756.2| ,NM_001113756.2,3
gi|224493699|ref|NR_027124.1| ,NR_027124.1,3
gi|310118102|ref|XR_113302.1| ,XR_113302.1,3
gi|308199479|ref|NM_001048226.2| ,NM_001048226.2,3
gi|205361121|ref|NM_001002915.2| ,NM_001002915.2,3
gi|284172515|ref|NM_014728.3| ,NM_014728.3,3
gi|207446701|ref|NM_003039.2| ,NM_003039.2,3
gi|410171642|ref|XR_171303.1| ,XR_171303.1,3
gi|239835766|ref|NM_138815.3| ,NM_138815.3,3
gi|289547756|ref|NM_005672.4| ,NM_005672.4,3
gi|262205838|ref|NR_030299.1| ,NR_030299.1,3
gi|219555685|ref|NR_026558.1| ,NR_026558.1,3
gi|410172901|ref|XR_172054.1| ,XR_172054.1,3
gi|392307006|ref|NM_002838.4| ,NM_002838.4,3
gi|11545756|ref|NM_022052.1| ,NM_022052.1,3
gi|327315371|ref|NM_001205220.1| ,NM_001205220.1,3
gi|284172521|ref|NM_175733.3| ,NM_175733.3,3
gi|215490006|ref|NM_019055.5| ,NM_019055.5,3
gi|410173214|ref|XM_003960651.1| ,XM_003960651.1,3
gi|344179109|ref|NM_004244.5| ,NM_004244.5,3
gi|109638742|ref|NM_031478.4| ,NM_031478.4,3
gi|195972863|ref|NM_001130958.1| ,NM_001130958.1,3
gi|262206165|ref|NR_029598.1| ,NR_029598.1,3
gi|409104115|ref|NM_001271560.1| ,NM_001271560.1,3
gi|221554546|ref|NM_006143.2| ,NM_006143.2,3
gi|213385269|ref|NM_001139488.1| ,NM_001139488.1,3
gi|385862197|ref|NM_001258411.1| ,NM_001258411.1,3
gi|38372914|ref|NM_058187.3| ,NM_058187.3,3
gi|410172450|ref|XR_171783.1| ,XR_171783.1,3
gi|310113499|ref|XR_111922.1| ,XR_111922.1,3
gi|189491644|ref|NM_153214.2| ,NM_153214.2,3
gi|24797102|ref|NM_153819.1| ,NM_153819.1,3
gi|148612792|ref|NM_001098506.1| ,NM_001098506.1,3
gi|343403769|ref|NM_016599.4| ,NM_016599.4,3
gi|312147044|ref|NR_037445.1| ,NR_037445.1,3
gi|328447216|ref|NM_018927.3| ,NM_018927.3,3
gi|209977058|ref|NR_024264.1| ,NR_024264.1,3
gi|38327640|ref|NM_005220.2| ,NM_005220.2,3
gi|94721264|ref|NM_139167.2| ,NM_139167.2,3
gi|157384972|ref|NM_003285.2| ,NM_003285.2,3
gi|269847213|ref|NR_031635.1| ,NR_031635.1,3
gi|301500667|ref|NM_001193471.1| ,NM_001193471.1,3
gi|310118301|ref|XM_002344315.2| ,XM_002344315.2,3
gi|31652254|ref|NM_175735.3| ,NM_175735.3,3
gi|194239646|ref|NM_015564.2| ,NM_015564.2,3
gi|27777674|ref|NM_173858.1| ,NM_173858.1,3
gi|93204855|ref|NR_003024.1| ,NR_003024.1,3
gi|355390350|ref|NM_005130.4| ,NM_005130.4,3
gi|14270483|ref|NM_032088.1| ,NM_032088.1,3
gi|71274163|ref|NM_001029874.1| ,NM_001029874.1,3
gi|154240670|ref|NM_173489.4| ,NM_173489.4,3
gi|312836848|ref|NM_080600.2| ,NM_080600.2,3
gi|149944617|ref|NM_001039615.3| ,NM_001039615.3,3
gi|389886520|ref|NR_046609.1| ,NR_046609.1,3
gi|380254448|ref|NM_000085.4| ,NM_000085.4,3
gi|31881814|ref|NM_003317.3| ,NM_003317.3,3
gi|397139898|ref|XR_158900.1| ,XR_158900.1,3
gi|167000884|ref|NM_001480.3| ,NM_001480.3,3
gi|299829190|ref|NR_033883.1| ,NR_033883.1,3
gi|337756746|ref|NR_039855.1| ,NR_039855.1,3
gi|333470714|ref|NR_038251.1| ,NR_038251.1,3
gi|21359934|ref|NM_020693.2| ,NM_020693.2,3
gi|14195610|ref|NM_018938.2| ,NM_018938.2,3
gi|269847442|ref|NR_031688.1| ,NR_031688.1,3
gi|300244499|ref|NM_004764.4| ,NM_004764.4,3
gi|116235445|ref|NM_178842.3| ,NM_178842.3,3
gi|22212919|ref|NM_012144.2| ,NM_012144.2,3
gi|210147575|ref|NM_203402.2| ,NM_203402.2,3
gi|304361747|ref|NM_156039.3| ,NM_156039.3,3
gi|397138422|ref|XR_159487.1| ,XR_159487.1,3
gi|388596784|ref|NR_049860.1| ,NR_049860.1,3
gi|50659102|ref|NM_006613.3| ,NM_006613.3,3
gi|154354975|ref|NM_006607.2| ,NM_006607.2,3
gi|310118767|ref|XR_108306.1| ,XR_108306.1,3
gi|310115576|ref|XM_003120093.1| ,XM_003120093.1,3
gi|299782550|ref|NR_033839.1| ,NR_033839.1,3
gi|306922376|ref|NM_001195517.1| ,NM_001195517.1,3
gi|116734720|ref|NM_016429.2| ,NM_016429.2,3
gi|337756833|ref|NR_039892.1| ,NR_039892.1,3
gi|163965440|ref|NM_144702.2| ,NM_144702.2,3
gi|153792638|ref|NM_005337.4| ,NM_005337.4,3
gi|294862296|ref|NM_004352.3| ,NM_004352.3,3
gi|4502100|ref|NM_000700.1| ,NM_000700.1,3
gi|29029594|ref|NM_014619.2| ,NM_014619.2,3
gi|194473682|ref|NM_001130518.1| ,NM_001130518.1,3
gi|310112854|ref|XR_111561.1| ,XR_111561.1,3
gi|300796928|ref|NR_034139.1| ,NR_034139.1,3
gi|410169963|ref|XR_133160.3| ,XR_133160.3,3
gi|283806627|ref|NM_001171092.1| ,NM_001171092.1,3
gi|262205361|ref|NR_029949.1| ,NR_029949.1,3
gi|301069370|ref|NR_034158.1| ,NR_034158.1,3
gi|55774983|ref|NM_015660.2| ,NM_015660.2,3
gi|215272405|ref|NM_018723.3| ,NM_018723.3,3
gi|310124559|ref|XR_110304.1| ,XR_110304.1,3
gi|45643139|ref|NM_139278.2| ,NM_139278.2,3
gi|24797150|ref|NM_013391.2| ,NM_013391.2,3
gi|189571616|ref|NR_023369.1| ,NR_023369.1,3
gi|256542278|ref|NM_001164399.1| ,NM_001164399.1,3
gi|297307107|ref|NM_007191.4| ,NM_007191.4,3
gi|122937475|ref|NM_001080518.1| ,NM_001080518.1,3
gi|187761304|ref|NM_005309.2| ,NM_005309.2,3
gi|169791019|ref|NM_000180.3| ,NM_000180.3,3
gi|410173428|ref|XR_172206.1| ,XR_172206.1,3
gi|26787977|ref|NM_002188.2| ,NM_002188.2,3
gi|410172497|ref|XM_003960460.1| ,XM_003960460.1,3
gi|262206265|ref|NR_030385.1| ,NR_030385.1,3
gi|30581116|ref|NM_178424.1| ,NM_178424.1,3
gi|402513678|ref|NM_001271049.1| ,NM_001271049.1,3
gi|299782582|ref|NR_033859.1| ,NR_033859.1,3
gi|196162703|ref|NR_024076.1| ,NR_024076.1,3
gi|295148077|ref|NM_003054.4| ,NM_003054.4,3
gi|155029555|ref|NM_207409.2| ,NM_207409.2,3
gi|24308168|ref|NM_017539.1| ,NM_017539.1,3
gi|223278405|ref|NR_026781.1| ,NR_026781.1,3
gi|40288202|ref|NM_152704.2| ,NM_152704.2,3
gi|116805345|ref|NM_000348.3| ,NM_000348.3,3
gi|208879461|ref|NM_002608.2| ,NM_002608.2,3
gi|312147097|ref|NR_037496.1| ,NR_037496.1,3
gi|219842354|ref|NM_002009.3| ,NM_002009.3,3
gi|126091129|ref|NM_001081573.1| ,NM_001081573.1,3
gi|261878506|ref|NM_001166246.1| ,NM_001166246.1,3
gi|269914083|ref|NM_002127.5| ,NM_002127.5,3
gi|91823047|ref|NM_022046.4| ,NM_022046.4,3
gi|197313789|ref|NM_017734.4| ,NM_017734.4,3
gi|156416023|ref|NM_001102450.1| ,NM_001102450.1,3
gi|411147370|ref|NM_001271700.1| ,NM_001271700.1,3
gi|148276976|ref|NM_004988.4| ,NM_004988.4,3
gi|410173516|ref|XM_003960750.1| ,XM_003960750.1,3
gi|430768621|ref|NM_001651.3| ,NM_001651.3,3
gi|116268110|ref|NM_145168.2| ,NM_145168.2,3
gi|372624393|ref|NR_045983.1| ,NR_045983.1,3
gi|32698685|ref|NM_014568.1| ,NM_014568.1,3
gi|224586834|ref|NR_027273.1| ,NR_027273.1,3
gi|319890244|ref|NM_031916.4| ,NM_031916.4,3
gi|410171939|ref|XR_171484.1| ,XR_171484.1,3
gi|62240996|ref|NM_000799.2| ,NM_000799.2,3
gi|194306538|ref|NM_018043.5| ,NM_018043.5,3
gi|156616272|ref|NM_002664.2| ,NM_002664.2,3
gi|4503218|ref|NM_000769.1| ,NM_000769.1,3
gi|261278374|ref|NR_029395.1| ,NR_029395.1,3
gi|388596772|ref|NR_049848.1| ,NR_049848.1,3
gi|209862803|ref|NM_003673.3| ,NM_003673.3,3
gi|41393578|ref|NM_017655.4| ,NM_017655.4,3
gi|221139835|ref|NM_001143948.1| ,NM_001143948.1,3
gi|257467613|ref|NM_005411.4| ,NM_005411.4,3
gi|77695915|ref|NM_054025.2| ,NM_054025.2,3
gi|387912545|ref|NM_004758.3| ,NM_004758.3,3
gi|113204608|ref|NM_024702.2| ,NM_024702.2,3
gi|341913817|ref|XR_133005.1| ,XR_133005.1,3
gi|303523894|ref|NM_016449.3| ,NM_016449.3,3
gi|116174747|ref|NM_001004329.2| ,NM_001004329.2,3
gi|91598776|ref|NM_152784.3| ,NM_152784.3,3
gi|224586820|ref|NM_152775.3| ,NM_152775.3,3
gi|301171411|ref|NM_019111.4| ,NM_019111.4,3
gi|226958482|ref|NM_001159524.1| ,NM_001159524.1,3
gi|388596747|ref|NR_049819.1| ,NR_049819.1,3
gi|291621695|ref|NR_033420.1| ,NR_033420.1,3
gi|315570277|ref|NM_012261.3| ,NM_012261.3,3
gi|156630997|ref|NM_030761.4| ,NM_030761.4,3
gi|291045137|ref|NM_001173467.1| ,NM_001173467.1,3
gi|170784816|ref|NM_024915.3| ,NM_024915.3,3
gi|397138662|ref|XM_003846760.1| ,XM_003846760.1,3
gi|354548825|ref|NM_001206671.2| ,NM_001206671.2,3
gi|216548273|ref|NM_024415.2| ,NM_024415.2,3
gi|343432675|ref|NR_045006.1| ,NR_045006.1,3
gi|310122895|ref|XR_110349.1| ,XR_110349.1,3
gi|304282223|ref|NM_021822.3| ,NM_021822.3,3
gi|38505191|ref|NM_000953.2| ,NM_000953.2,3
gi|34328944|ref|NM_004202.2| ,NM_004202.2,3
gi|190341076|ref|NM_001011709.2| ,NM_001011709.2,3
gi|32401432|ref|NM_181790.1| ,NM_181790.1,3
gi|338968854|ref|NR_040094.1| ,NR_040094.1,3
gi|169790795|ref|NM_139058.2| ,NM_139058.2,3
gi|482513659|ref|NM_001276254.2| ,NM_001276254.2,3
gi|51243048|ref|NM_021246.2| ,NM_021246.2,3
gi|31088851|ref|NM_181429.1| ,NM_181429.1,3
gi|429327143|ref|NM_001029875.2| ,NM_001029875.2,3
gi|114155157|ref|NM_005447.3| ,NM_005447.3,3
gi|96975099|ref|NM_016229.3| ,NM_016229.3,3
gi|296010827|ref|NM_000354.5| ,NM_000354.5,3
gi|145309319|ref|NM_033260.3| ,NM_033260.3,3
gi|269846950|ref|NR_031574.1| ,NR_031574.1,3
gi|310114846|ref|XR_112784.1| ,XR_112784.1,3
gi|310119819|ref|XR_110208.1| ,XR_110208.1,3
gi|4502520|ref|NM_001739.1| ,NM_001739.1,3
gi|239582754|ref|NM_033054.2| ,NM_033054.2,3
gi|306922361|ref|NM_145270.2| ,NM_145270.2,3
gi|224451006|ref|NR_027036.1| ,NR_027036.1,3
gi|224465139|ref|NR_027106.1| ,NR_027106.1,3
gi|302058250|ref|NR_036455.1| ,NR_036455.1,3
gi|73620939|ref|NM_006690.3| ,NM_006690.3,3
gi|126116577|ref|NM_176823.3| ,NM_176823.3,3
gi|391224458|ref|NM_001267716.1| ,NM_001267716.1,3
gi|310123328|ref|XM_003118667.1| ,XM_003118667.1,3
gi|56676373|ref|NM_001299.4| ,NM_001299.4,3
gi|226052000|ref|NR_027439.1| ,NR_027439.1,3
gi|110815854|ref|NM_015879.2| ,NM_015879.2,3
gi|253795480|ref|NM_001163257.1| ,NM_001163257.1,3
gi|61966922|ref|NM_001013735.1| ,NM_001013735.1,3
gi|410025491|ref|NR_073385.1| ,NR_073385.1,3
gi|410170564|ref|XR_108873.3| ,XR_108873.3,3
gi|410171931|ref|XM_003960344.1| ,XM_003960344.1,3
gi|122692280|ref|NM_001080209.1| ,NM_001080209.1,3
gi|320118910|ref|NM_016938.4| ,NM_016938.4,3
gi|300116206|ref|NR_033974.1| ,NR_033974.1,3
gi|397138381|ref|XR_133439.2| ,XR_133439.2,3
gi|62868216|ref|NM_001017402.1| ,NM_001017402.1,3
gi|340545551|ref|NM_001465.4| ,NM_001465.4,3
gi|302318971|ref|NR_036490.1| ,NR_036490.1,3
gi|410172842|ref|XR_172015.1| ,XR_172015.1,3
gi|399498489|ref|NM_001270837.1| ,NM_001270837.1,3
gi|29337289|ref|NM_173523.2| ,NM_173523.2,3
gi|28144902|ref|NM_016584.2| ,NM_016584.2,3
gi|164607154|ref|NM_030787.3| ,NM_030787.3,3
gi|261878541|ref|NM_001003927.2| ,NM_001003927.2,3
gi|210147419|ref|NR_024282.1| ,NR_024282.1,3
gi|208022628|ref|NM_004887.4| ,NM_004887.4,3
gi|427918072|ref|NM_173564.3| ,NM_173564.3,3
