GeneFull,TranscriptID,Length,Modified_Site_Count,Total_Modified_Reads
gi|61677286|ref|NM_005314.2| ,NM_005314.2,2681,1,0
gi|397138151|ref|XM_003846653.1| ,XM_003846653.1,497,1,0
gi|193220940|ref|NM_001129778.1| ,NM_001129778.1,967,1,0
gi|337756862|ref|NR_039649.1| ,NR_039649.1,91,1,0
gi|269784661|ref|NM_001033953.2| ,NM_001033953.2,916,1,0
gi|301171603|ref|NR_036141.1| ,NR_036141.1,94,1,0
gi|4503886|ref|NM_001476.1| ,NM_001476.1,527,1,0
gi|410172038|ref|XR_171555.1| ,XR_171555.1,716,1,0
gi|337756804|ref|NR_039625.1| ,NR_039625.1,68,1,0
gi|61696141|ref|NM_001013407.1| ,NM_001013407.1,1855,1,0
gi|333944008|ref|NR_038290.1| ,NR_038290.1,2191,1,0
gi|444741727|ref|NM_001276367.1| ,NM_001276367.1,1925,1,0
gi|482677697|ref|NR_102703.1| ,NR_102703.1,596,1,0
gi|55925656|ref|NM_002854.2| ,NM_002854.2,586,1,0
gi|410170059|ref|XM_003846642.2| ,XM_003846642.2,1502,1,0
gi|210147595|ref|NR_024340.1| ,NR_024340.1,1815,1,0
gi|156713456|ref|NM_006542.3| ,NM_006542.3,1135,1,0
gi|296011031|ref|NM_001013628.2| ,NM_001013628.2,2612,1,0
gi|510025447|ref|NM_031433.3| ,NM_031433.3,3925,1,0
gi|325652082|ref|NM_001818.3| ,NM_001818.3,1192,1,0
gi|302318968|ref|NR_036487.1| ,NR_036487.1,1144,1,0
gi|23592229|ref|NM_153445.1| ,NM_153445.1,936,1,0
gi|375151547|ref|NM_004944.3| ,NM_004944.3,1076,1,0
gi|227116283|ref|NM_031282.2| ,NM_031282.2,3459,1,0
gi|219689109|ref|NM_001143818.1| ,NM_001143818.1,2180,1,0
gi|323276702|ref|NM_004640.6| ,NM_004640.6,2174,1,0
gi|262206043|ref|NR_030595.1| ,NR_030595.1,79,1,0
gi|119395730|ref|NM_001335.3| ,NM_001335.3,1327,1,0
gi|410172098|ref|XR_171597.1| ,XR_171597.1,559,1,0
gi|262205986|ref|NR_030584.1| ,NR_030584.1,75,1,0
gi|49472832|ref|NM_018659.2| ,NM_018659.2,1019,1,0
gi|262206166|ref|NR_029854.1| ,NR_029854.1,87,1,0
gi|219689093|ref|NM_001039762.2| ,NM_001039762.2,4407,1,0
gi|50959166|ref|NM_001002758.1| ,NM_001002758.1,1238,1,0
gi|337756881|ref|NR_039912.1| ,NR_039912.1,73,1,0
gi|209413719|ref|NM_000605.3| ,NM_000605.3,1143,1,0
gi|262205622|ref|NR_029485.1| ,NR_029485.1,83,1,0
gi|269847656|ref|NR_031736.1| ,NR_031736.1,80,1,0
gi|390407636|ref|NM_001267616.1| ,NM_001267616.1,3578,1,0
gi|311771738|ref|NM_003692.4| ,NM_003692.4,2501,1,0
gi|378925633|ref|NM_001256854.1| ,NM_001256854.1,1593,1,0
gi|262205843|ref|NR_030300.1| ,NR_030300.1,96,1,0
gi|34335237|ref|NM_153488.3| ,NM_153488.3,1629,1,0
gi|312147457|ref|NR_037438.1| ,NR_037438.1,105,1,0
gi|238908498|ref|NM_144777.2| ,NM_144777.2,3240,1,0
gi|33667066|ref|NM_014266.3| ,NM_014266.3,524,1,0
gi|52317101|ref|NM_001004725.1| ,NM_001004725.1,930,1,0
gi|342349322|ref|NM_001243212.1| ,NM_001243212.1,1074,1,0
gi|410173142|ref|XM_003960627.1| ,XM_003960627.1,4600,1,0
gi|156938337|ref|NM_004678.2| ,NM_004678.2,1212,1,0
gi|23397472|ref|NM_153215.1| ,NM_153215.1,1526,1,0
gi|337756786|ref|NR_039870.1| ,NR_039870.1,84,1,0
gi|410170046|ref|XR_172449.1| ,XR_172449.1,5136,1,0
gi|118582274|ref|NM_003102.2| ,NM_003102.2,1546,1,0
gi|262205927|ref|NR_030317.1| ,NR_030317.1,97,1,0
gi|197313786|ref|NM_001134453.1| ,NM_001134453.1,3637,1,0
gi|231563299|ref|NM_001010939.2| ,NM_001010939.2,1496,1,0
gi|167555126|ref|NM_005582.2| ,NM_005582.2,2725,1,0
gi|262206299|ref|NR_030392.1| ,NR_030392.1,78,1,0
gi|115527072|ref|NM_031309.4| ,NM_031309.4,3552,1,0
gi|337298412|ref|NR_038966.1| ,NR_038966.1,4319,1,0
gi|89886474|ref|NM_001039876.1| ,NM_001039876.1,1541,1,0
gi|397139902|ref|XR_109319.3| ,XR_109319.3,703,1,0
gi|410171988|ref|XR_171519.1| ,XR_171519.1,3822,1,0
gi|22507413|ref|NM_080823.2| ,NM_080823.2,1516,1,0
gi|285002256|ref|NM_001010903.4| ,NM_001010903.4,3750,1,0
gi|52627214|ref|NM_001005281.1| ,NM_001005281.1,936,1,0
gi|194306536|ref|NM_144594.2| ,NM_144594.2,822,1,0
gi|262205349|ref|NR_030202.1| ,NR_030202.1,88,1,0
gi|125661057|ref|NM_018661.3| ,NM_018661.3,330,1,0
gi|337756951|ref|NR_039689.1| ,NR_039689.1,81,1,0
gi|156151419|ref|NM_025130.3| ,NM_025130.3,3719,1,0
gi|262205136|ref|NR_030414.1| ,NR_030414.1,94,1,0
gi|215277009|ref|NR_024540.1| ,NR_024540.1,1786,1,0
gi|301172298|ref|NR_036229.1| ,NR_036229.1,84,1,0
gi|410170906|ref|XM_003846502.2| ,XM_003846502.2,3390,1,0
gi|301171635|ref|NR_036145.1| ,NR_036145.1,84,1,0
gi|193211413|ref|NR_024008.1| ,NR_024008.1,2179,1,0
gi|197927132|ref|NM_001134734.1| ,NM_001134734.1,3005,1,0
gi|387849281|ref|NM_003296.3| ,NM_003296.3,1413,1,0
gi|389886534|ref|NR_047115.1| ,NR_047115.1,447,1,0
gi|328550535|ref|NM_001205280.1| ,NM_001205280.1,1001,1,0
gi|337756388|ref|NR_039732.1| ,NR_039732.1,94,1,0
gi|146261164|ref|NM_001085474.1| ,NM_001085474.1,1205,1,0
gi|324021731|ref|NM_021794.3| ,NM_021794.3,3006,1,0
gi|312032436|ref|NM_001144981.2| ,NM_001144981.2,1199,1,0
gi|53933286|ref|NM_001005517.1| ,NM_001005517.1,966,1,0
gi|156627578|ref|NM_003278.2| ,NM_003278.2,886,1,0
gi|269847477|ref|NR_031696.1| ,NR_031696.1,87,1,0
gi|262206111|ref|NR_029586.1| ,NR_029586.1,71,1,0
gi|115529446|ref|NM_001017924.2| ,NM_001017924.2,3096,1,0
gi|388596780|ref|NR_049856.1| ,NR_049856.1,54,1,0
gi|172072680|ref|NM_003924.3| ,NM_003924.3,3033,1,0
gi|19743564|ref|NM_000774.3| ,NM_000774.3,1826,1,0
gi|304434540|ref|NM_178354.2| ,NM_178354.2,598,1,0
gi|301171258|ref|NR_036102.1| ,NR_036102.1,66,1,0
gi|112420967|ref|NM_001042784.1| ,NM_001042784.1,3626,1,0
gi|397138426|ref|XM_003846696.1| ,XM_003846696.1,841,1,0
gi|337756609|ref|NR_039803.1| ,NR_039803.1,81,1,0
gi|410171651|ref|XM_003960291.1| ,XM_003960291.1,1849,1,0
gi|262205157|ref|NR_029907.1| ,NR_029907.1,95,1,0
gi|221136926|ref|NM_019849.2| ,NM_019849.2,1962,1,0
gi|269847532|ref|NR_031708.1| ,NR_031708.1,84,1,0
gi|61744444|ref|NM_004108.2| ,NM_004108.2,1057,1,0
gi|4504776|ref|NM_000889.1| ,NM_000889.1,2798,1,0
gi|262205697|ref|NR_029501.1| ,NR_029501.1,78,1,0
gi|410171220|ref|XM_003960132.1| ,XM_003960132.1,693,1,0
gi|30410040|ref|NM_178433.1| ,NM_178433.1,288,1,0
gi|254826719|ref|NR_027620.2| ,NR_027620.2,619,1,0
gi|410170827|ref|XM_003118720.3| ,XM_003118720.3,1373,1,0
gi|52317185|ref|NM_001004484.1| ,NM_001004484.1,1041,1,0
gi|397138686|ref|XM_003846770.1| ,XM_003846770.1,4194,1,0
gi|312147087|ref|NR_037488.1| ,NR_037488.1,83,1,0
gi|343790939|ref|NM_001145474.2| ,NM_001145474.2,882,1,0
gi|209180470|ref|NR_002314.3| ,NR_002314.3,925,1,0
gi|224591413|ref|NM_001013693.2| ,NM_001013693.2,4012,1,0
gi|323276684|ref|NR_037849.1| ,NR_037849.1,2112,1,0
gi|83267870|ref|NM_080431.4| ,NM_080431.4,1437,1,0
gi|388596765|ref|NR_049841.1| ,NR_049841.1,58,1,0
gi|262205375|ref|NR_029696.1| ,NR_029696.1,97,1,0
gi|410171497|ref|XM_003960261.1| ,XM_003960261.1,510,1,0
gi|168480149|ref|NM_000707.3| ,NM_000707.3,1773,1,0
gi|14165414|ref|NM_018908.2| ,NM_018908.2,5218,1,0
gi|115392002|ref|NR_003200.1| ,NR_003200.1,71,1,0
gi|410169890|ref|XR_159224.2| ,XR_159224.2,697,1,0
gi|7657422|ref|NM_014566.1| ,NM_014566.1,939,1,0
gi|93102357|ref|NM_014430.2| ,NM_014430.2,2252,1,0
gi|209693420|ref|NR_024219.1| ,NR_024219.1,120,1,0
gi|307548854|ref|NM_007366.4| ,NM_007366.4,5633,1,0
gi|397140181|ref|XM_003846521.1| ,XM_003846521.1,4738,1,0
gi|112807172|ref|NM_182971.2| ,NM_182971.2,531,1,0
gi|71361646|ref|NM_173857.2| ,NM_173857.2,906,1,0
gi|126012557|ref|NR_003304.1| ,NR_003304.1,82,1,0
gi|38455389|ref|NM_016563.2| ,NM_016563.2,2603,1,0
gi|311771509|ref|NM_001198829.1| ,NM_001198829.1,1537,1,0
gi|301172358|ref|NR_036236.1| ,NR_036236.1,70,1,0
gi|338221713|ref|NM_001242774.1| ,NM_001242774.1,2161,1,0
gi|262205165|ref|NR_030164.1| ,NR_030164.1,84,1,0
gi|4503056|ref|NM_001885.1| ,NM_001885.1,691,1,0
gi|312147422|ref|NR_037414.1| ,NR_037414.1,100,1,0
gi|388596635|ref|NR_049883.1| ,NR_049883.1,72,1,0
gi|209529740|ref|NM_000231.2| ,NM_000231.2,1661,1,0
gi|45827762|ref|NM_000463.2| ,NM_000463.2,2357,1,0
gi|301171723|ref|NR_036156.1| ,NR_036156.1,73,1,0
gi|116517331|ref|NM_014070.2| ,NM_014070.2,1145,1,0
gi|262205789|ref|NR_029521.1| ,NR_029521.1,81,1,0
gi|262206007|ref|NR_030588.1| ,NR_030588.1,78,1,0
gi|349585071|ref|NM_144605.4| ,NM_144605.4,1524,1,0
gi|46519169|ref|NM_003732.2| ,NM_003732.2,728,1,0
gi|312596882|ref|NM_005995.4| ,NM_005995.4,1557,1,0
gi|296010838|ref|NM_152582.5| ,NM_152582.5,1045,1,0
gi|410173753|ref|XR_172375.1| ,XR_172375.1,1165,1,0
gi|7705378|ref|NM_012196.1| ,NM_012196.1,528,1,0
gi|256574744|ref|NM_001164425.1| ,NM_001164425.1,773,1,0
gi|148234740|ref|NM_001097616.1| ,NM_001097616.1,1569,1,0
gi|337756947|ref|NR_039943.1| ,NR_039943.1,79,1,0
gi|310119646|ref|XR_110064.1| ,XR_110064.1,572,1,0
gi|304434795|ref|NM_001029865.2| ,NM_001029865.2,1032,1,0
gi|63054823|ref|NM_000730.2| ,NM_000730.2,1682,1,0
gi|193211441|ref|NM_001013623.2| ,NM_001013623.2,992,1,0
gi|148806897|ref|NM_001009613.2| ,NM_001009613.2,431,1,0
gi|338797693|ref|NR_039767.1| ,NR_039767.1,91,1,0
gi|225903454|ref|NM_001146162.1| ,NM_001146162.1,1353,1,0
gi|229577022|ref|NM_024850.2| ,NM_024850.2,2239,1,0
gi|40807462|ref|NM_021220.2| ,NM_021220.2,1555,1,0
gi|195976815|ref|NM_014211.2| ,NM_014211.2,3310,1,0
gi|262205396|ref|NR_030212.1| ,NR_030212.1,90,1,0
gi|237649116|ref|NM_001031709.2| ,NM_001031709.2,2420,1,0
gi|40805822|ref|NM_152888.1| ,NM_152888.1,6366,1,0
gi|150378494|ref|NR_003603.1| ,NR_003603.1,1255,1,0
gi|160333414|ref|NM_001110359.1| ,NM_001110359.1,1266,1,0
gi|448261623|ref|NM_001015038.2| ,NM_001015038.2,513,1,0
gi|50312654|ref|NM_033108.2| ,NM_033108.2,1448,1,0
gi|122937274|ref|NM_001080438.1| ,NM_001080438.1,1023,1,0
gi|388596734|ref|NR_049806.1| ,NR_049806.1,94,1,0
gi|239746993|ref|XM_002344440.1| ,XM_002344440.1,438,1,0
gi|222352169|ref|NM_005383.2| ,NM_005383.2,1143,1,0
gi|337756916|ref|NR_039929.1| ,NR_039929.1,74,1,0
gi|300244527|ref|NR_034005.1| ,NR_034005.1,1064,1,0
gi|236460049|ref|NM_005747.4| ,NM_005747.4,922,1,0
gi|313482804|ref|NM_013258.4| ,NM_013258.4,782,1,0
gi|197085604|ref|NM_133179.2| ,NM_133179.2,543,1,0
gi|302318951|ref|NM_032152.4| ,NM_032152.4,2235,1,0
gi|13775161|ref|NM_030901.1| ,NM_030901.1,930,1,0
gi|222831632|ref|NM_001010904.1| ,NM_001010904.1,2130,1,0
gi|52353310|ref|NM_001005213.1| ,NM_001005213.1,918,1,0
gi|126012494|ref|NR_003316.1| ,NR_003316.1,97,1,0
gi|62865636|ref|NM_001017363.1| ,NM_001017363.1,1239,1,0
gi|299829204|ref|NR_033889.1| ,NR_033889.1,709,1,0
gi|337756671|ref|NR_039822.1| ,NR_039822.1,77,1,0
gi|270483763|ref|NM_001168468.1| ,NM_001168468.1,2287,1,0
gi|410170309|ref|XM_003960979.1| ,XM_003960979.1,1941,1,0
gi|188528690|ref|NM_001099334.2| ,NM_001099334.2,1229,1,0
gi|46094054|ref|NM_005988.2| ,NM_005988.2,692,1,0
gi|284413777|ref|NM_152614.2| ,NM_152614.2,1420,1,0
gi|211059432|ref|NM_001136505.1| ,NM_001136505.1,2446,1,0
gi|52856429|ref|NM_207355.2| ,NM_207355.2,2132,1,0
gi|315434269|ref|NM_001078.3| ,NM_001078.3,3220,1,0
gi|432142906|ref|NM_001017978.3| ,NM_001017978.3,580,1,0
gi|410171288|ref|XM_003960166.1| ,XM_003960166.1,2651,1,0
gi|442565690|ref|NM_001012303.2| ,NM_001012303.2,1769,1,0
gi|57165362|ref|NM_176791.3| ,NM_176791.3,842,1,0
gi|388596617|ref|NR_039784.2| ,NR_039784.2,66,1,0
gi|337756840|ref|NR_039895.1| ,NR_039895.1,90,1,0
gi|410110942|ref|NR_073393.1| ,NR_073393.1,580,1,0
gi|295391070|ref|NM_000530.6| ,NM_000530.6,1980,1,0
gi|54312062|ref|NR_002180.1| ,NR_002180.1,166,1,0
gi|52421330|ref|NR_002169.1| ,NR_002169.1,985,1,0
gi|474451715|ref|NM_001277353.1| ,NM_001277353.1,1341,1,0
gi|262205633|ref|NR_030255.1| ,NR_030255.1,96,1,0
gi|212276151|ref|NM_001137556.1| ,NM_001137556.1,335,1,0
gi|226246594|ref|NM_001146210.1| ,NM_001146210.1,3145,1,0
gi|283046830|ref|NM_213658.2| ,NM_213658.2,1617,1,0
gi|410171945|ref|XR_171490.1| ,XR_171490.1,1980,1,0
gi|262206220|ref|NR_030632.1| ,NR_030632.1,91,1,0
gi|410170991|ref|XM_003960078.1| ,XM_003960078.1,555,1,0
gi|387157897|ref|NR_046590.1| ,NR_046590.1,548,1,0
gi|300388191|ref|NR_034062.1| ,NR_034062.1,342,1,0
gi|49227711|ref|NR_002157.1| ,NR_002157.1,985,1,0
gi|52546686|ref|NM_001005235.1| ,NM_001005235.1,936,1,0
gi|410171250|ref|XM_003960147.1| ,XM_003960147.1,1367,1,0
gi|410170719|ref|XM_003959947.1| ,XM_003959947.1,1105,1,0
gi|166064049|ref|NM_000803.4| ,NM_000803.4,1145,1,0
gi|26024320|ref|NM_172138.1| ,NM_172138.1,734,1,0
gi|374081837|ref|NM_012202.4| ,NM_012202.4,962,1,0
gi|289547581|ref|NM_002548.2| ,NM_002548.2,939,1,0
gi|197313720|ref|NM_000526.4| ,NM_000526.4,1653,1,0
gi|154816189|ref|NM_013939.2| ,NM_013939.2,1029,1,0
gi|301171914|ref|NR_036182.1| ,NR_036182.1,76,1,0
gi|32189424|ref|NM_178821.1| ,NM_178821.1,1669,1,0
gi|298160963|ref|NM_001190228.1| ,NM_001190228.1,1514,1,0
gi|410171835|ref|XR_171408.1| ,XR_171408.1,776,1,0
gi|7661723|ref|NM_015372.1| ,NM_015372.1,1247,1,0
gi|333033781|ref|NM_023944.3| ,NM_023944.3,1783,1,0
gi|115392012|ref|NR_003209.1| ,NR_003209.1,69,1,0
gi|103485142|ref|NM_001040704.1| ,NM_001040704.1,303,1,0
gi|122937326|ref|NM_001080466.1| ,NM_001080466.1,1678,1,0
gi|312283683|ref|NM_001199104.1| ,NM_001199104.1,2982,1,0
gi|397138754|ref|XM_003846391.1| ,XM_003846391.1,549,1,0
gi|269847566|ref|NR_031715.1| ,NR_031715.1,47,1,0
gi|262205921|ref|NR_030316.1| ,NR_030316.1,83,1,0
gi|261399906|ref|NM_001007231.2| ,NM_001007231.2,3020,1,0
gi|262206217|ref|NR_029865.1| ,NR_029865.1,67,1,0
gi|341914511|ref|XM_003119906.2| ,XM_003119906.2,324,1,0
gi|30795197|ref|NM_022363.2| ,NM_022363.2,2084,1,0
gi|68160918|ref|NM_145250.3| ,NM_145250.3,1769,1,0
gi|336594541|ref|NR_038911.1| ,NR_038911.1,2192,1,0
gi|121949797|ref|NM_001080145.1| ,NM_001080145.1,1294,1,0
gi|312147424|ref|NR_037416.1| ,NR_037416.1,85,1,0
gi|126012541|ref|NR_003309.1| ,NR_003309.1,82,1,0
gi|386869365|ref|NM_002723.4| ,NM_002723.4,947,1,0
gi|308736995|ref|NM_001197184.2| ,NM_001197184.2,1077,1,0
gi|310113512|ref|XR_111919.1| ,XR_111919.1,662,1,0
gi|410171218|ref|XM_003960131.1| ,XM_003960131.1,841,1,0
gi|84872110|ref|NR_002829.1| ,NR_002829.1,124,1,0
gi|212720589|ref|NM_152321.2| ,NM_152321.2,1536,1,0
gi|410170273|ref|XM_003960962.1| ,XM_003960962.1,966,1,0
gi|23308536|ref|NM_153038.1| ,NM_153038.1,1699,1,0
gi|341913677|ref|XM_003403623.1| ,XM_003403623.1,10734,1,0
gi|310122946|ref|XR_110327.1| ,XR_110327.1,436,1,0
gi|339515677|ref|NM_001242939.1| ,NM_001242939.1,3060,1,0
gi|301171659|ref|NR_036148.1| ,NR_036148.1,84,1,0
gi|29171304|ref|NR_001289.1| ,NR_001289.1,67,1,0
gi|262206099|ref|NR_029584.1| ,NR_029584.1,62,1,0
gi|373838704|ref|NM_001256369.1| ,NM_001256369.1,2653,1,0
gi|491231412|ref|NR_102751.1| ,NR_102751.1,1520,1,0
gi|390125172|ref|NR_046539.1| ,NR_046539.1,467,1,0
gi|117647229|ref|NM_001077639.1| ,NM_001077639.1,2179,1,0
gi|226246518|ref|NM_032257.4| ,NM_032257.4,1782,1,0
gi|52317193|ref|NM_001004684.1| ,NM_001004684.1,993,1,0
gi|301173067|ref|NR_036051.1| ,NR_036051.1,138,1,0
gi|157502226|ref|NM_001105522.1| ,NM_001105522.1,1651,1,0
gi|397139021|ref|XR_110050.2| ,XR_110050.2,747,1,0
gi|483968431|ref|NR_102707.1| ,NR_102707.1,446,1,0
gi|227430281|ref|NM_182983.2| ,NM_182983.2,2389,1,0
gi|253970426|ref|NM_173588.3| ,NM_173588.3,4360,1,0
gi|410171175|ref|XM_003960112.1| ,XM_003960112.1,1542,1,0
gi|269847034|ref|NR_031594.1| ,NR_031594.1,89,1,0
gi|489406880|ref|NM_001177376.2| ,NM_001177376.2,1374,1,0
gi|224465141|ref|NR_027108.1| ,NR_027108.1,1781,1,0
gi|299473754|ref|NM_001838.3| ,NM_001838.3,2207,1,0
gi|410172938|ref|XM_003960554.1| ,XM_003960554.1,375,1,0
gi|313103016|ref|NM_001014999.2| ,NM_001014999.2,1170,1,0
gi|318037482|ref|NM_032726.3| ,NM_032726.3,3237,1,0
gi|269846934|ref|NR_031570.1| ,NR_031570.1,82,1,0
gi|410171533|ref|XM_003960266.1| ,XM_003960266.1,825,1,0
gi|337756896|ref|NR_039920.1| ,NR_039920.1,92,1,0
gi|161087020|ref|NR_004400.1| ,NR_004400.1,164,1,0
gi|312147089|ref|NR_037489.1| ,NR_037489.1,82,1,0
gi|59891408|ref|NM_001012337.1| ,NM_001012337.1,1018,1,0
gi|262205325|ref|NR_030197.1| ,NR_030197.1,85,1,0
gi|255652939|ref|NR_028290.1| ,NR_028290.1,1780,1,0
gi|392050773|ref|NR_002720.2| ,NR_002720.2,1213,1,0
gi|4502454|ref|NM_001727.1| ,NM_001727.1,1413,1,0
gi|269847076|ref|NR_031604.1| ,NR_031604.1,76,1,0
gi|410169931|ref|XM_003960881.1| ,XM_003960881.1,826,1,0
gi|410173319|ref|XM_003960680.1| ,XM_003960680.1,1945,1,0
gi|116235479|ref|NM_033127.2| ,NM_033127.2,4024,1,0
gi|471838916|ref|NM_001277303.1| ,NM_001277303.1,1687,1,0
gi|310123673|ref|XR_109399.1| ,XR_109399.1,1221,1,0
gi|262206242|ref|NR_029614.1| ,NR_029614.1,110,1,0
gi|52317197|ref|NM_001004687.1| ,NM_001004687.1,939,1,0
gi|262206117|ref|NR_030355.1| ,NR_030355.1,85,1,0
gi|350529424|ref|NR_045260.1| ,NR_045260.1,580,1,0
gi|54312060|ref|NR_002178.1| ,NR_002178.1,1346,1,0
gi|218505702|ref|NM_173615.3| ,NM_173615.3,4686,1,0
gi|194394173|ref|NM_006900.3| ,NM_006900.3,705,1,0
gi|337756741|ref|NR_039852.1| ,NR_039852.1,79,1,0
gi|194018473|ref|NM_001005214.3| ,NM_001005214.3,1125,1,0
gi|312147099|ref|NR_037498.1| ,NR_037498.1,107,1,0
gi|337756715|ref|NR_039838.1| ,NR_039838.1,70,1,0
gi|126012531|ref|NR_003306.1| ,NR_003306.1,81,1,0
gi|31317294|ref|NM_181361.1| ,NM_181361.1,2543,1,0
gi|338797696|ref|NR_039831.1| ,NR_039831.1,81,1,0
gi|337756870|ref|NR_039652.1| ,NR_039652.1,66,1,0
gi|221316717|ref|NM_003152.3| ,NM_003152.3,4314,1,0
gi|50233863|ref|NM_001001963.1| ,NM_001001963.1,939,1,0
gi|301171997|ref|NR_036192.1| ,NR_036192.1,83,1,0
gi|337756516|ref|NR_039766.1| ,NR_039766.1,55,1,0
gi|254540175|ref|NR_028084.1| ,NR_028084.1,2043,1,0
gi|237757340|ref|NM_174897.2| ,NM_174897.2,1362,1,0
gi|124248515|ref|NM_001042500.1| ,NM_001042500.1,498,1,0
gi|262205735|ref|NR_030277.1| ,NR_030277.1,96,1,0
gi|410171061|ref|XR_172500.1| ,XR_172500.1,1152,1,0
gi|336455111|ref|NR_038895.1| ,NR_038895.1,1258,1,0
gi|384551666|ref|NM_024019.3| ,NM_024019.3,2370,1,0
gi|337756733|ref|NR_039848.1| ,NR_039848.1,74,1,0
gi|262206061|ref|NR_030599.1| ,NR_030599.1,80,1,0
gi|390608682|ref|NR_046531.1| ,NR_046531.1,433,1,0
gi|410172051|ref|XM_003960362.1| ,XM_003960362.1,890,1,0
gi|194328675|ref|NM_207377.2| ,NM_207377.2,610,1,0
gi|22538419|ref|NM_080429.2| ,NM_080429.2,1794,1,0
gi|71979669|ref|NM_001048.3| ,NM_001048.3,665,1,0
gi|347582625|ref|NM_182699.3| ,NM_182699.3,2151,1,0
gi|410169944|ref|XM_003960885.1| ,XM_003960885.1,564,1,0
gi|285394163|ref|NM_001008270.2| ,NM_001008270.2,1197,1,0
gi|40804465|ref|NM_014477.2| ,NM_014477.2,995,1,0
gi|31542730|ref|NM_032219.2| ,NM_032219.2,1935,1,0
gi|44662806|ref|NM_203425.1| ,NM_203425.1,1546,1,0
gi|148491100|ref|NM_001098408.1| ,NM_001098408.1,564,1,0
gi|310119357|ref|XR_108535.1| ,XR_108535.1,579,1,0
gi|299829185|ref|NR_033880.1| ,NR_033880.1,1531,1,0
gi|376319219|ref|NR_046351.1| ,NR_046351.1,607,1,0
gi|226371631|ref|NM_016582.2| ,NM_016582.2,2134,1,0
gi|410170797|ref|XR_159134.2| ,XR_159134.2,601,1,0
gi|45359864|ref|NM_004771.3| ,NM_004771.3,1956,1,0
gi|189571614|ref|NR_023367.1| ,NR_023367.1,121,1,0
gi|511773004|ref|NR_103547.1| ,NR_103547.1,1755,1,0
gi|120433598|ref|NM_001298.2| ,NM_001298.2,3848,1,0
gi|124028514|ref|NM_173521.3| ,NM_173521.3,4637,1,0
gi|301171162|ref|NR_036091.1| ,NR_036091.1,76,1,0
gi|291463312|ref|NM_021002.2| ,NM_021002.2,570,1,0
gi|4504588|ref|NM_002171.1| ,NM_002171.1,963,1,0
gi|262206150|ref|NR_030617.1| ,NR_030617.1,72,1,0
gi|337756460|ref|NR_039750.1| ,NR_039750.1,69,1,0
gi|156564371|ref|NM_138435.2| ,NM_138435.2,2134,1,0
gi|337757018|ref|NR_039708.1| ,NR_039708.1,62,1,0
gi|51317388|ref|NM_001002254.1| ,NM_001002254.1,2124,1,0
gi|301171700|ref|NR_036153.1| ,NR_036153.1,77,1,0
gi|410172935|ref|XR_172070.1| ,XR_172070.1,2347,1,0
gi|211904175|ref|NR_024354.1| ,NR_024354.1,461,1,0
gi|335057516|ref|NR_038359.1| ,NR_038359.1,953,1,0
gi|154759241|ref|NM_001005480.2| ,NM_001005480.2,957,1,0
gi|298676515|ref|NR_033791.1| ,NR_033791.1,434,1,0
gi|221139812|ref|NM_173077.2| ,NM_173077.2,1209,1,0
gi|262205268|ref|NR_029672.1| ,NR_029672.1,82,1,0
gi|262263306|ref|NR_030714.1| ,NR_030714.1,97,1,0
gi|4506506|ref|NM_003834.1| ,NM_003834.1,2384,1,0
gi|388596775|ref|NR_049851.1| ,NR_049851.1,59,1,0
gi|34303931|ref|NM_152453.2| ,NM_152453.2,1186,1,0
gi|197209880|ref|NR_024091.1| ,NR_024091.1,3544,1,0
gi|312147102|ref|NR_037501.1| ,NR_037501.1,106,1,0
gi|397139323|ref|XM_003403546.2| ,XM_003403546.2,718,1,0
gi|489407049|ref|NM_001278059.1| ,NM_001278059.1,1451,1,0
gi|312147124|ref|NR_037512.1| ,NR_037512.1,77,1,0
gi|156938278|ref|NM_145653.3| ,NM_145653.3,1877,1,0
gi|53832017|ref|NM_182906.2| ,NM_182906.2,1788,1,0
gi|56606113|ref|NM_001008536.1| ,NM_001008536.1,3603,1,0
gi|410172604|ref|XR_171883.1| ,XR_171883.1,812,1,0
gi|337756859|ref|NR_039903.1| ,NR_039903.1,82,1,0
gi|239835758|ref|NR_027300.2| ,NR_027300.2,3764,1,0
gi|55743121|ref|NM_006744.3| ,NM_006744.3,941,1,0
gi|337756800|ref|NR_039623.1| ,NR_039623.1,84,1,0
gi|262206149|ref|NR_030362.1| ,NR_030362.1,94,1,0
gi|50541944|ref|NM_021175.2| ,NM_021175.2,430,1,0
gi|284005405|ref|NM_001005171.2| ,NM_001005171.2,1030,1,0
gi|256017250|ref|NM_001164261.1| ,NM_001164261.1,785,1,0
gi|268834521|ref|NR_030766.1| ,NR_030766.1,978,1,0
gi|310113904|ref|XR_112170.1| ,XR_112170.1,968,1,0
gi|269847060|ref|NR_031600.1| ,NR_031600.1,84,1,0
gi|215983089|ref|NM_005459.3| ,NM_005459.3,925,1,0
gi|98986318|ref|NM_001030013.1| ,NM_001030013.1,322,1,0
gi|219802097|ref|NM_001143832.1| ,NM_001143832.1,672,1,0
gi|513788268|ref|NM_001013358.2| ,NM_001013358.2,918,1,0
gi|269846966|ref|NR_031578.1| ,NR_031578.1,112,1,0
gi|84872078|ref|NR_002787.1| ,NR_002787.1,1330,1,0
gi|115345345|ref|NM_000862.2| ,NM_000862.2,1689,1,0
gi|254587965|ref|NM_001012980.2| ,NM_001012980.2,2167,1,0
